"OID","HOSPCODE","TBLNAME","YEARMONTH","TOTAL","DATEUPDATE"
"3895","09405","EPI","201406","24","17/7/2014 19:24:42"
"3896","09406","EPI","201406","57","17/7/2014 19:24:42"
"3897","09407","EPI","201406","68","17/7/2014 19:24:42"
"3898","09408","EPI","201406","5","17/7/2014 19:24:42"
"3899","09409","EPI","201406","23","17/7/2014 19:24:42"
"3900","09410","EPI","201406","23","17/7/2014 19:24:42"
"3901","09411","EPI","201406","54","17/7/2014 19:24:42"
"3902","09412","EPI","201406","67","17/7/2014 19:24:42"
"3903","09413","EPI","201406","21","17/7/2014 19:24:42"
"3904","09414","EPI","201406","77","17/7/2014 19:24:42"
"3905","09416","EPI","201406","15","17/7/2014 19:24:42"
"3906","09417","EPI","201406","45","17/7/2014 19:24:42"
"3907","09418","EPI","201406","59","17/7/2014 19:24:42"
"3908","09419","EPI","201406","26","17/7/2014 19:24:42"
"3909","09420","EPI","201406","92","17/7/2014 19:24:42"
"3910","09421","EPI","201406","92","17/7/2014 19:24:42"
"3911","09422","EPI","201406","48","17/7/2014 19:24:42"
"3912","09423","EPI","201406","66","17/7/2014 19:24:42"
"3913","09424","EPI","201406","34","17/7/2014 19:24:42"
"3914","09425","EPI","201406","47","17/7/2014 19:24:42"
"3915","09426","EPI","201406","3","17/7/2014 19:24:42"
"3916","09427","EPI","201406","122","17/7/2014 19:24:42"
"3917","09428","EPI","201406","122","17/7/2014 19:24:42"
"3918","09429","EPI","201406","159","17/7/2014 19:24:42"
"3919","09430","EPI","201406","101","17/7/2014 19:24:42"
"3920","09431","EPI","201406","62","17/7/2014 19:24:42"
"3921","09433","EPI","201406","43","17/7/2014 19:24:42"
"3922","09434","EPI","201406","267","17/7/2014 19:24:42"
"3923","11375","EPI","201406","195","17/7/2014 19:24:42"
"3924","11376","EPI","201406","197","17/7/2014 19:24:42"
"3925","11377","EPI","201406","157","17/7/2014 19:24:42"
"3926","11378","EPI","201406","202","17/7/2014 19:24:42"
"3927","11379","EPI","201406","112","17/7/2014 19:24:42"
"3928","11380","EPI","201406","81","17/7/2014 19:24:42"
"3929","11381","EPI","201406","297","17/7/2014 19:24:42"
"3930","11383","EPI","201406","129","17/7/2014 19:24:42"
"3931","14091","EPI","201406","36","17/7/2014 19:24:42"
"3932","14092","EPI","201406","1","17/7/2014 19:24:42"
"3933","14093","EPI","201406","15","17/7/2014 19:24:42"
"3934","14452","EPI","201406","17","17/7/2014 19:24:42"
"3935","14913","EPI","201406","2","17/7/2014 19:24:42"
"3936","14914","EPI","201406","25","17/7/2014 19:24:42"
"3937","15046","EPI","201406","78","17/7/2014 19:24:42"
"3938","15113","EPI","201406","52","17/7/2014 19:24:42"
"3939","24052","EPI","201406","83","17/7/2014 19:24:42"
"3940","24629","EPI","201406","23","17/7/2014 19:24:42"
"3967","09347","NUTRITION","201406","292","17/7/2014 19:24:44"
"3968","09348","NUTRITION","201406","827","17/7/2014 19:24:44"
"3969","09349","NUTRITION","201406","17","17/7/2014 19:24:44"
"3970","09350","NUTRITION","201406","290","17/7/2014 19:24:44"
"3971","09351","NUTRITION","201406","343","17/7/2014 19:24:44"
"3972","09352","NUTRITION","201406","63","17/7/2014 19:24:44"
"3973","09353","NUTRITION","201406","1","17/7/2014 19:24:44"
"3974","09354","NUTRITION","201406","214","17/7/2014 19:24:44"
"3975","09356","NUTRITION","201406","761","17/7/2014 19:24:44"
"3976","09357","NUTRITION","201406","402","17/7/2014 19:24:44"
"3977","09358","NUTRITION","201406","427","17/7/2014 19:24:44"
"3978","09359","NUTRITION","201406","29","17/7/2014 19:24:44"
"3979","09360","NUTRITION","201406","51","17/7/2014 19:24:44"
"3980","09361","NUTRITION","201406","69","17/7/2014 19:24:44"
"3981","09362","NUTRITION","201406","149","17/7/2014 19:24:44"
"3982","09363","NUTRITION","201406","571","17/7/2014 19:24:44"
"3983","09364","NUTRITION","201406","756","17/7/2014 19:24:44"
"3984","09365","NUTRITION","201406","393","17/7/2014 19:24:44"
"3985","09366","NUTRITION","201406","40","17/7/2014 19:24:44"
"3986","09367","NUTRITION","201406","13","17/7/2014 19:24:44"
"3987","09368","NUTRITION","201406","851","17/7/2014 19:24:44"
"3988","09369","NUTRITION","201406","407","17/7/2014 19:24:44"
"3989","09370","NUTRITION","201406","217","17/7/2014 19:24:44"
"3990","09371","NUTRITION","201406","65","17/7/2014 19:24:44"
"3991","09372","NUTRITION","201406","350","17/7/2014 19:24:44"
"3992","09373","NUTRITION","201406","1040","17/7/2014 19:24:44"
"3993","09374","NUTRITION","201406","782","17/7/2014 19:24:44"
"3994","09375","NUTRITION","201406","1002","17/7/2014 19:24:44"
"3995","09376","NUTRITION","201406","394","17/7/2014 19:24:44"
"3996","09377","NUTRITION","201406","708","17/7/2014 19:24:44"
"3997","09378","NUTRITION","201406","515","17/7/2014 19:24:44"
"3998","09379","NUTRITION","201406","28","17/7/2014 19:24:44"
"3999","09380","NUTRITION","201406","563","17/7/2014 19:24:44"
"4000","09382","NUTRITION","201406","528","17/7/2014 19:24:44"
"4001","09383","NUTRITION","201406","578","17/7/2014 19:24:44"
"4002","09384","NUTRITION","201406","9","17/7/2014 19:24:44"
"4003","09386","NUTRITION","201406","8","17/7/2014 19:24:44"
"4004","09387","NUTRITION","201406","89","17/7/2014 19:24:44"
"4005","09388","NUTRITION","201406","63","17/7/2014 19:24:44"
"4006","09389","NUTRITION","201406","269","17/7/2014 19:24:44"
"4007","09391","NUTRITION","201406","469","17/7/2014 19:24:44"
"4008","09393","NUTRITION","201406","131","17/7/2014 19:24:44"
"4009","09394","NUTRITION","201406","160","17/7/2014 19:24:44"
"4010","09395","NUTRITION","201406","41","17/7/2014 19:24:44"
"4011","09396","NUTRITION","201406","38","17/7/2014 19:24:44"
"4012","09397","NUTRITION","201406","124","17/7/2014 19:24:44"
"4013","09398","NUTRITION","201406","621","17/7/2014 19:24:44"
"4014","09399","NUTRITION","201406","152","17/7/2014 19:24:44"
"4015","09401","NUTRITION","201406","94","17/7/2014 19:24:44"
"4016","09402","NUTRITION","201406","24","17/7/2014 19:24:44"
"4017","09403","NUTRITION","201406","23","17/7/2014 19:24:44"
"4018","09404","NUTRITION","201406","33","17/7/2014 19:24:44"
"4019","09405","NUTRITION","201406","172","17/7/2014 19:24:44"
"4020","09406","NUTRITION","201406","347","17/7/2014 19:24:44"
"4021","09407","NUTRITION","201406","438","17/7/2014 19:24:44"
"4022","09408","NUTRITION","201406","536","17/7/2014 19:24:44"
"4023","09409","NUTRITION","201406","13","17/7/2014 19:24:44"
"4024","09410","NUTRITION","201406","411","17/7/2014 19:24:44"
"4025","09411","NUTRITION","201406","513","17/7/2014 19:24:44"
"4026","09412","NUTRITION","201406","700","17/7/2014 19:24:44"
"4027","09413","NUTRITION","201406","478","17/7/2014 19:24:44"
"4028","09414","NUTRITION","201406","46","17/7/2014 19:24:44"
"4029","09416","NUTRITION","201406","25","17/7/2014 19:24:44"
"4030","09417","NUTRITION","201406","28","17/7/2014 19:24:44"
"4031","09418","NUTRITION","201406","412","17/7/2014 19:24:44"
"4032","09419","NUTRITION","201406","15","17/7/2014 19:24:44"
"4033","09420","NUTRITION","201406","954","17/7/2014 19:24:44"
"4034","09421","NUTRITION","201406","793","17/7/2014 19:24:44"
"4035","09422","NUTRITION","201406","431","17/7/2014 19:24:44"
"4036","09423","NUTRITION","201406","33","17/7/2014 19:24:44"
"4037","09424","NUTRITION","201406","392","17/7/2014 19:24:44"
"4038","09425","NUTRITION","201406","141","17/7/2014 19:24:44"
"4039","09426","NUTRITION","201406","128","17/7/2014 19:24:44"
"4040","09427","NUTRITION","201406","509","17/7/2014 19:24:44"
"4041","09428","NUTRITION","201406","80","17/7/2014 19:24:44"
"4042","09429","NUTRITION","201406","25","17/7/2014 19:24:44"
"4043","09430","NUTRITION","201406","154","17/7/2014 19:24:44"
"4044","09431","NUTRITION","201406","439","17/7/2014 19:24:44"
"4045","09433","NUTRITION","201406","182","17/7/2014 19:24:44"
"4046","09434","NUTRITION","201406","352","17/7/2014 19:24:44"
"4047","11375","NUTRITION","201406","79","17/7/2014 19:24:44"
"4048","11376","NUTRITION","201406","72","17/7/2014 19:24:44"
"4049","11377","NUTRITION","201406","205","17/7/2014 19:24:44"
"4050","11378","NUTRITION","201406","108","17/7/2014 19:24:44"
"4051","11379","NUTRITION","201406","12","17/7/2014 19:24:44"
"4052","11380","NUTRITION","201406","45","17/7/2014 19:24:44"
"4053","11381","NUTRITION","201406","337","17/7/2014 19:24:44"
"4054","11383","NUTRITION","201406","413","17/7/2014 19:24:44"
"4055","14091","NUTRITION","201406","18","17/7/2014 19:24:44"
"4056","14093","NUTRITION","201406","39","17/7/2014 19:24:44"
"4057","14452","NUTRITION","201406","14","17/7/2014 19:24:44"
"4058","14913","NUTRITION","201406","1","17/7/2014 19:24:44"
"4059","14914","NUTRITION","201406","60","17/7/2014 19:24:44"
"4060","15046","NUTRITION","201406","42","17/7/2014 19:24:44"
"4061","15113","NUTRITION","201406","32","17/7/2014 19:24:44"
"4062","24052","NUTRITION","201406","2073","17/7/2014 19:24:44"
"4063","24629","NUTRITION","201406","14","17/7/2014 19:24:44"
"4094","09350","ANC","201406","1","17/7/2014 19:24:48"
"4095","09353","ANC","201406","8","17/7/2014 19:24:48"
"4096","09354","ANC","201406","1","17/7/2014 19:24:48"
"4097","09355","ANC","201406","1","17/7/2014 19:24:48"
"4098","09356","ANC","201406","9","17/7/2014 19:24:48"
"4099","09358","ANC","201406","2","17/7/2014 19:24:48"
"4100","09359","ANC","201406","4","17/7/2014 19:24:48"
"4101","09361","ANC","201406","4","17/7/2014 19:24:48"
"4102","09363","ANC","201406","1","17/7/2014 19:24:48"
"4103","09364","ANC","201406","6","17/7/2014 19:24:48"
"4104","09366","ANC","201406","3","17/7/2014 19:24:48"
"4105","09367","ANC","201406","1","17/7/2014 19:24:48"
"4106","09369","ANC","201406","1","17/7/2014 19:24:48"
"4107","09370","ANC","201406","8","17/7/2014 19:24:48"
"4108","09374","ANC","201406","1","17/7/2014 19:24:48"
"4109","09375","ANC","201406","1","17/7/2014 19:24:48"
"4110","09376","ANC","201406","4","17/7/2014 19:24:48"
"4111","09378","ANC","201406","2","17/7/2014 19:24:48"
"4112","09379","ANC","201406","3","17/7/2014 19:24:48"
"4113","09380","ANC","201406","4","17/7/2014 19:24:48"
"4114","09382","ANC","201406","2","17/7/2014 19:24:48"
"4115","09385","ANC","201406","1","17/7/2014 19:24:48"
"4116","09387","ANC","201406","1","17/7/2014 19:24:48"
"4117","09388","ANC","201406","3","17/7/2014 19:24:48"
"4118","09389","ANC","201406","6","17/7/2014 19:24:48"
"4119","09391","ANC","201406","13","17/7/2014 19:24:48"
"4120","09393","ANC","201406","4","17/7/2014 19:24:48"
"4121","09394","ANC","201406","1","17/7/2014 19:24:48"
"4122","09395","ANC","201406","10","17/7/2014 19:24:48"
"4123","09396","ANC","201406","2","17/7/2014 19:24:48"
"4124","09398","ANC","201406","8","17/7/2014 19:24:48"
"4125","09399","ANC","201406","6","17/7/2014 19:24:48"
"4126","09401","ANC","201406","3","17/7/2014 19:24:48"
"4127","09403","ANC","201406","3","17/7/2014 19:24:48"
"4128","09404","ANC","201406","7","17/7/2014 19:24:48"
"4129","09405","ANC","201406","9","17/7/2014 19:24:48"
"4130","09407","ANC","201406","2","17/7/2014 19:24:48"
"4131","09410","ANC","201406","1","17/7/2014 19:24:48"
"4132","09411","ANC","201406","6","17/7/2014 19:24:48"
"4133","09412","ANC","201406","25","17/7/2014 19:24:48"
"4134","09414","ANC","201406","3","17/7/2014 19:24:48"
"4135","09416","ANC","201406","3","17/7/2014 19:24:48"
"4136","09418","ANC","201406","16","17/7/2014 19:24:48"
"4137","09419","ANC","201406","2","17/7/2014 19:24:48"
"4138","09420","ANC","201406","19","17/7/2014 19:24:48"
"4139","09421","ANC","201406","20","17/7/2014 19:24:48"
"4140","09422","ANC","201406","7","17/7/2014 19:24:48"
"4141","09423","ANC","201406","10","17/7/2014 19:24:48"
"4142","09424","ANC","201406","7","17/7/2014 19:24:48"
"4143","09425","ANC","201406","5","17/7/2014 19:24:48"
"4144","09426","ANC","201406","15","17/7/2014 19:24:48"
"4145","09427","ANC","201406","4","17/7/2014 19:24:48"
"4146","09428","ANC","201406","24","17/7/2014 19:24:48"
"4147","09429","ANC","201406","5","17/7/2014 19:24:48"
"4148","09430","ANC","201406","13","17/7/2014 19:24:48"
"4149","09431","ANC","201406","3","17/7/2014 19:24:48"
"4150","09433","ANC","201406","7","17/7/2014 19:24:48"
"4151","09434","ANC","201406","36","17/7/2014 19:24:48"
"4152","11375","ANC","201406","150","17/7/2014 19:24:48"
"4153","11376","ANC","201406","255","17/7/2014 19:24:48"
"4154","11377","ANC","201406","184","17/7/2014 19:24:48"
"4155","11378","ANC","201406","139","17/7/2014 19:24:48"
"4156","11379","ANC","201406","60","17/7/2014 19:24:48"
"4157","11380","ANC","201406","134","17/7/2014 19:24:48"
"4158","11381","ANC","201406","219","17/7/2014 19:24:48"
"4159","11383","ANC","201406","115","17/7/2014 19:24:48"
"4160","14091","ANC","201406","5","17/7/2014 19:24:48"
"4161","14093","ANC","201406","1","17/7/2014 19:24:48"
"4162","14094","ANC","201406","4","17/7/2014 19:24:48"
"4163","14913","ANC","201406","1","17/7/2014 19:24:48"
"4164","15046","ANC","201406","1","17/7/2014 19:24:48"
"4221","11375","DIAGNOSIS_IPD","201406","151","17/7/2014 19:24:49"
"4222","11376","DIAGNOSIS_IPD","201406","363","17/7/2014 19:24:49"
"4223","11378","DIAGNOSIS_IPD","201406","276","17/7/2014 19:24:49"
"4224","11379","DIAGNOSIS_IPD","201406","1251","17/7/2014 19:24:49"
"4225","11380","DIAGNOSIS_IPD","201406","197","17/7/2014 19:24:49"
"4226","11381","DIAGNOSIS_IPD","201406","48","17/7/2014 19:24:49"
"4227","11382","DIAGNOSIS_IPD","201406","215","17/7/2014 19:24:49"
"4228","11383","DIAGNOSIS_IPD","201406","669","17/7/2014 19:24:49"
"4229","11385","DIAGNOSIS_IPD","201406","162","17/7/2014 19:24:49"
"4236","09347","CHARGE_OPD","201406","830","17/7/2014 19:24:50"
"4237","09348","CHARGE_OPD","201406","945","17/7/2014 19:24:50"
"4238","09349","CHARGE_OPD","201406","362","17/7/2014 19:24:50"
"4239","09350","CHARGE_OPD","201406","914","17/7/2014 19:24:50"
"4240","09351","CHARGE_OPD","201406","192","17/7/2014 19:24:50"
"4241","09352","CHARGE_OPD","201406","1019","17/7/2014 19:24:50"
"4242","09353","CHARGE_OPD","201406","573","17/7/2014 19:24:50"
"4243","09354","CHARGE_OPD","201406","614","17/7/2014 19:24:50"
"4244","09355","CHARGE_OPD","201406","274","17/7/2014 19:24:50"
"4245","09356","CHARGE_OPD","201406","1201","17/7/2014 19:24:50"
"4246","09357","CHARGE_OPD","201406","400","17/7/2014 19:24:50"
"4247","09358","CHARGE_OPD","201406","329","17/7/2014 19:24:50"
"4248","09359","CHARGE_OPD","201406","476","17/7/2014 19:24:50"
"4249","09360","CHARGE_OPD","201406","1420","17/7/2014 19:24:50"
"4250","09361","CHARGE_OPD","201406","563","17/7/2014 19:24:50"
"4251","09362","CHARGE_OPD","201406","240","17/7/2014 19:24:50"
"4252","09363","CHARGE_OPD","201406","339","17/7/2014 19:24:50"
"4253","09364","CHARGE_OPD","201406","820","17/7/2014 19:24:50"
"4254","09365","CHARGE_OPD","201406","650","17/7/2014 19:24:50"
"4255","09366","CHARGE_OPD","201406","438","17/7/2014 19:24:50"
"4256","09367","CHARGE_OPD","201406","128","17/7/2014 19:24:50"
"4257","09368","CHARGE_OPD","201406","770","17/7/2014 19:24:50"
"4258","09369","CHARGE_OPD","201406","250","17/7/2014 19:24:50"
"4259","09370","CHARGE_OPD","201406","731","17/7/2014 19:24:50"
"4260","09371","CHARGE_OPD","201406","432","17/7/2014 19:24:50"
"4261","09372","CHARGE_OPD","201406","549","17/7/2014 19:24:50"
"4262","09373","CHARGE_OPD","201406","278","17/7/2014 19:24:50"
"4263","09374","CHARGE_OPD","201406","360","17/7/2014 19:24:50"
"4264","09375","CHARGE_OPD","201406","1498","17/7/2014 19:24:50"
"4265","09376","CHARGE_OPD","201406","297","17/7/2014 19:24:50"
"4266","09377","CHARGE_OPD","201406","875","17/7/2014 19:24:50"
"4267","09378","CHARGE_OPD","201406","648","17/7/2014 19:24:50"
"4268","09379","CHARGE_OPD","201406","1184","17/7/2014 19:24:50"
"4269","09380","CHARGE_OPD","201406","662","17/7/2014 19:24:50"
"4270","09381","CHARGE_OPD","201406","267","17/7/2014 19:24:50"
"4271","09382","CHARGE_OPD","201406","742","17/7/2014 19:24:50"
"4272","09383","CHARGE_OPD","201406","724","17/7/2014 19:24:50"
"4273","09384","CHARGE_OPD","201406","169","17/7/2014 19:24:50"
"4274","09385","CHARGE_OPD","201406","750","17/7/2014 19:24:50"
"4275","09386","CHARGE_OPD","201406","162","17/7/2014 19:24:50"
"4276","09387","CHARGE_OPD","201406","231","17/7/2014 19:24:50"
"4277","09388","CHARGE_OPD","201406","283","17/7/2014 19:24:50"
"4278","09389","CHARGE_OPD","201406","178","17/7/2014 19:24:50"
"4279","09391","CHARGE_OPD","201406","1264","17/7/2014 19:24:50"
"4280","09393","CHARGE_OPD","201406","273","17/7/2014 19:24:50"
"4281","09394","CHARGE_OPD","201406","546","17/7/2014 19:24:50"
"4282","09395","CHARGE_OPD","201406","849","17/7/2014 19:24:50"
"4283","09396","CHARGE_OPD","201406","810","17/7/2014 19:24:50"
"4284","09397","CHARGE_OPD","201406","78","17/7/2014 19:24:50"
"4285","09398","CHARGE_OPD","201406","601","17/7/2014 19:24:50"
"4286","09399","CHARGE_OPD","201406","593","17/7/2014 19:24:50"
"4287","09400","CHARGE_OPD","201406","4","17/7/2014 19:24:50"
"4288","09401","CHARGE_OPD","201406","538","17/7/2014 19:24:50"
"4289","09402","CHARGE_OPD","201406","409","17/7/2014 19:24:50"
"4290","09403","CHARGE_OPD","201406","365","17/7/2014 19:24:50"
"4291","09404","CHARGE_OPD","201406","848","17/7/2014 19:24:50"
"4292","09405","CHARGE_OPD","201406","559","17/7/2014 19:24:50"
"4293","09406","CHARGE_OPD","201406","1135","17/7/2014 19:24:50"
"4294","09407","CHARGE_OPD","201406","1682","17/7/2014 19:24:50"
"4295","09408","CHARGE_OPD","201406","1453","17/7/2014 19:24:50"
"4296","09409","CHARGE_OPD","201406","271","17/7/2014 19:24:50"
"4297","09410","CHARGE_OPD","201406","914","17/7/2014 19:24:50"
"4298","09411","CHARGE_OPD","201406","402","17/7/2014 19:24:50"
"4299","09412","CHARGE_OPD","201406","1552","17/7/2014 19:24:50"
"4300","09413","CHARGE_OPD","201406","386","17/7/2014 19:24:50"
"4301","09414","CHARGE_OPD","201406","633","17/7/2014 19:24:50"
"4302","09416","CHARGE_OPD","201406","240","17/7/2014 19:24:50"
"4303","09417","CHARGE_OPD","201406","476","17/7/2014 19:24:50"
"4304","09418","CHARGE_OPD","201406","532","17/7/2014 19:24:50"
"4305","09419","CHARGE_OPD","201406","534","17/7/2014 19:24:50"
"4306","09420","CHARGE_OPD","201406","1065","17/7/2014 19:24:50"
"4307","09421","CHARGE_OPD","201406","930","17/7/2014 19:24:50"
"4308","09422","CHARGE_OPD","201406","947","17/7/2014 19:24:50"
"4309","09423","CHARGE_OPD","201406","611","17/7/2014 19:24:50"
"4310","09424","CHARGE_OPD","201406","279","17/7/2014 19:24:50"
"4311","09425","CHARGE_OPD","201406","1008","17/7/2014 19:24:50"
"4312","09426","CHARGE_OPD","201406","632","17/7/2014 19:24:50"
"4313","09427","CHARGE_OPD","201406","1484","17/7/2014 19:24:50"
"4314","09428","CHARGE_OPD","201406","2311","17/7/2014 19:24:50"
"4315","09429","CHARGE_OPD","201406","495","17/7/2014 19:24:50"
"4316","09430","CHARGE_OPD","201406","303","17/7/2014 19:24:50"
"4317","09431","CHARGE_OPD","201406","986","17/7/2014 19:24:50"
"4318","09433","CHARGE_OPD","201406","723","17/7/2014 19:24:50"
"4319","09434","CHARGE_OPD","201406","1112","17/7/2014 19:24:50"
"4320","11375","CHARGE_OPD","201406","26097","17/7/2014 19:24:50"
"4321","11376","CHARGE_OPD","201406","22","17/7/2014 19:24:50"
"4322","11377","CHARGE_OPD","201406","22469","17/7/2014 19:24:50"
"4323","11378","CHARGE_OPD","201406","21287","17/7/2014 19:24:50"
"4324","11379","CHARGE_OPD","201406","62653","17/7/2014 19:24:50"
"4325","11380","CHARGE_OPD","201406","22669","17/7/2014 19:24:50"
"4326","11381","CHARGE_OPD","201406","32146","17/7/2014 19:24:50"
"4327","11382","CHARGE_OPD","201406","23","17/7/2014 19:24:50"
"4328","11383","CHARGE_OPD","201406","30","17/7/2014 19:24:50"
"4329","11385","CHARGE_OPD","201406","19610","17/7/2014 19:24:50"
"4330","14092","CHARGE_OPD","201406","122","17/7/2014 19:24:50"
"4331","14093","CHARGE_OPD","201406","614","17/7/2014 19:24:50"
"4332","14094","CHARGE_OPD","201406","331","17/7/2014 19:24:50"
"4333","14452","CHARGE_OPD","201406","631","17/7/2014 19:24:50"
"4334","14913","CHARGE_OPD","201406","29","17/7/2014 19:24:50"
"4335","14914","CHARGE_OPD","201406","582","17/7/2014 19:24:50"
"4336","15046","CHARGE_OPD","201406","602","17/7/2014 19:24:50"
"4337","15113","CHARGE_OPD","201406","1085","17/7/2014 19:24:50"
"4338","24052","CHARGE_OPD","201406","553","17/7/2014 19:24:50"
"4339","24629","CHARGE_OPD","201406","300","17/7/2014 19:24:50"
"4363","09348","NEWBORN","201406","2","17/7/2014 19:25:30"
"4364","09353","NEWBORN","201406","1","17/7/2014 19:25:30"
"4365","09354","NEWBORN","201406","1","17/7/2014 19:25:30"
"4366","09355","NEWBORN","201406","2","17/7/2014 19:25:30"
"4367","09356","NEWBORN","201406","4","17/7/2014 19:25:30"
"4368","09359","NEWBORN","201406","1","17/7/2014 19:25:30"
"4369","09360","NEWBORN","201406","4","17/7/2014 19:25:30"
"4370","09361","NEWBORN","201406","1","17/7/2014 19:25:30"
"4371","09364","NEWBORN","201406","1","17/7/2014 19:25:30"
"4372","09366","NEWBORN","201406","3","17/7/2014 19:25:30"
"4373","09368","NEWBORN","201406","1","17/7/2014 19:25:30"
"4374","09370","NEWBORN","201406","2","17/7/2014 19:25:30"
"4375","09371","NEWBORN","201406","3","17/7/2014 19:25:30"
"4376","09372","NEWBORN","201406","1","17/7/2014 19:25:30"
"4377","09376","NEWBORN","201406","1","17/7/2014 19:25:30"
"4378","09377","NEWBORN","201406","1","17/7/2014 19:25:30"
"4379","09379","NEWBORN","201406","1","17/7/2014 19:25:30"
"4380","09380","NEWBORN","201406","4","17/7/2014 19:25:30"
"4381","09391","NEWBORN","201406","1","17/7/2014 19:25:30"
"4382","09396","NEWBORN","201406","1","17/7/2014 19:25:30"
"4383","09403","NEWBORN","201406","1","17/7/2014 19:25:30"
"4384","09405","NEWBORN","201406","1","17/7/2014 19:25:30"
"4385","09407","NEWBORN","201406","3","17/7/2014 19:25:30"
"4386","09412","NEWBORN","201406","4","17/7/2014 19:25:30"
"4387","09414","NEWBORN","201406","1","17/7/2014 19:25:30"
"4388","09420","NEWBORN","201406","3","17/7/2014 19:25:30"
"4389","09421","NEWBORN","201406","3","17/7/2014 19:25:30"
"4390","09422","NEWBORN","201406","1","17/7/2014 19:25:30"
"4391","09423","NEWBORN","201406","3","17/7/2014 19:25:30"
"4392","09427","NEWBORN","201406","3","17/7/2014 19:25:30"
"4393","09428","NEWBORN","201406","2","17/7/2014 19:25:30"
"4394","09429","NEWBORN","201406","1","17/7/2014 19:25:30"
"4395","09433","NEWBORN","201406","2","17/7/2014 19:25:30"
"4396","09434","NEWBORN","201406","3","17/7/2014 19:25:30"
"4397","11376","NEWBORN","201406","3","17/7/2014 19:25:30"
"4398","11377","NEWBORN","201406","23","17/7/2014 19:25:30"
"4399","11378","NEWBORN","201406","1","17/7/2014 19:25:30"
"4400","11379","NEWBORN","201406","23","17/7/2014 19:25:30"
"4401","11380","NEWBORN","201406","8","17/7/2014 19:25:30"
"4402","11381","NEWBORN","201406","10","17/7/2014 19:25:30"
"4426","09348","NEWBORNCARE","201406","7","17/7/2014 19:25:30"
"4427","09353","NEWBORNCARE","201406","4","17/7/2014 19:25:30"
"4428","09355","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4429","09356","NEWBORNCARE","201406","7","17/7/2014 19:25:30"
"4430","09359","NEWBORNCARE","201406","5","17/7/2014 19:25:30"
"4431","09360","NEWBORNCARE","201406","17","17/7/2014 19:25:30"
"4432","09361","NEWBORNCARE","201406","5","17/7/2014 19:25:30"
"4433","09363","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4434","09364","NEWBORNCARE","201406","3","17/7/2014 19:25:30"
"4435","09366","NEWBORNCARE","201406","9","17/7/2014 19:25:30"
"4436","09368","NEWBORNCARE","201406","8","17/7/2014 19:25:30"
"4437","09370","NEWBORNCARE","201406","13","17/7/2014 19:25:30"
"4438","09371","NEWBORNCARE","201406","10","17/7/2014 19:25:30"
"4439","09372","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4440","09377","NEWBORNCARE","201406","8","17/7/2014 19:25:30"
"4441","09380","NEWBORNCARE","201406","9","17/7/2014 19:25:30"
"4442","09384","NEWBORNCARE","201406","3","17/7/2014 19:25:30"
"4443","09388","NEWBORNCARE","201406","7","17/7/2014 19:25:30"
"4444","09391","NEWBORNCARE","201406","4","17/7/2014 19:25:30"
"4445","09396","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4446","09398","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4447","09399","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4448","09401","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4449","09404","NEWBORNCARE","201406","1","17/7/2014 19:25:30"
"4450","09405","NEWBORNCARE","201406","5","17/7/2014 19:25:30"
"4451","09407","NEWBORNCARE","201406","6","17/7/2014 19:25:30"
"4452","09412","NEWBORNCARE","201406","14","17/7/2014 19:25:30"
"4453","09413","NEWBORNCARE","201406","7","17/7/2014 19:25:30"
"4454","09414","NEWBORNCARE","201406","2","17/7/2014 19:25:30"
"4455","09420","NEWBORNCARE","201406","5","17/7/2014 19:25:30"
"4456","09421","NEWBORNCARE","201406","9","17/7/2014 19:25:30"
"4457","09424","NEWBORNCARE","201406","1","17/7/2014 19:25:30"
"4458","09427","NEWBORNCARE","201406","19","17/7/2014 19:25:30"
"4459","09428","NEWBORNCARE","201406","15","17/7/2014 19:25:30"
"4460","09429","NEWBORNCARE","201406","6","17/7/2014 19:25:30"
"4461","09433","NEWBORNCARE","201406","6","17/7/2014 19:25:30"
"4462","09434","NEWBORNCARE","201406","8","17/7/2014 19:25:30"
"4463","11375","NEWBORNCARE","201406","9","17/7/2014 19:25:30"
"4464","11376","NEWBORNCARE","201406","6","17/7/2014 19:25:30"
"4465","11377","NEWBORNCARE","201406","9","17/7/2014 19:25:30"
"4466","11378","NEWBORNCARE","201406","8","17/7/2014 19:25:30"
"4467","11379","NEWBORNCARE","201406","25","17/7/2014 19:25:30"
"4468","11380","NEWBORNCARE","201406","7","17/7/2014 19:25:30"
"4469","11381","NEWBORNCARE","201406","32","17/7/2014 19:25:30"
"4489","09347","PRENATAL","201406","2","17/7/2014 19:25:31"
"4490","09348","PRENATAL","201406","3","17/7/2014 19:25:31"
"4491","09349","PRENATAL","201406","1","17/7/2014 19:25:31"
"4492","09350","PRENATAL","201406","3","17/7/2014 19:25:31"
"4493","09351","PRENATAL","201406","3","17/7/2014 19:25:31"
"4494","09352","PRENATAL","201406","5","17/7/2014 19:25:31"
