"OID","HOSPCODE","TBLNAME","YEARMONTH","TOTAL","DATEUPDATE"
"3371","09386","DRUG_OPD","201406","231","17/7/2014 19:24:05"
"3372","09387","DRUG_OPD","201406","154","17/7/2014 19:24:05"
"3373","09388","DRUG_OPD","201406","391","17/7/2014 19:24:05"
"3374","09389","DRUG_OPD","201406","220","17/7/2014 19:24:05"
"3375","09391","DRUG_OPD","201406","584","17/7/2014 19:24:05"
"3376","09393","DRUG_OPD","201406","459","17/7/2014 19:24:05"
"3377","09394","DRUG_OPD","201406","626","17/7/2014 19:24:05"
"3378","09395","DRUG_OPD","201406","888","17/7/2014 19:24:05"
"3379","09396","DRUG_OPD","201406","1153","17/7/2014 19:24:05"
"3380","09397","DRUG_OPD","201406","186","17/7/2014 19:24:05"
"3381","09398","DRUG_OPD","201406","336","17/7/2014 19:24:05"
"3382","09399","DRUG_OPD","201406","508","17/7/2014 19:24:05"
"3383","09400","DRUG_OPD","201406","1","17/7/2014 19:24:05"
"3384","09401","DRUG_OPD","201406","794","17/7/2014 19:24:05"
"3385","09402","DRUG_OPD","201406","566","17/7/2014 19:24:05"
"3386","09403","DRUG_OPD","201406","568","17/7/2014 19:24:05"
"3387","09404","DRUG_OPD","201406","959","17/7/2014 19:24:05"
"3388","09405","DRUG_OPD","201406","720","17/7/2014 19:24:05"
"3389","09406","DRUG_OPD","201406","1361","17/7/2014 19:24:05"
"3390","09407","DRUG_OPD","201406","1437","17/7/2014 19:24:05"
"3391","09408","DRUG_OPD","201406","423","17/7/2014 19:24:05"
"3392","09409","DRUG_OPD","201406","493","17/7/2014 19:24:05"
"3393","09410","DRUG_OPD","201406","716","17/7/2014 19:24:05"
"3394","09411","DRUG_OPD","201406","436","17/7/2014 19:24:05"
"3395","09412","DRUG_OPD","201406","893","17/7/2014 19:24:05"
"3396","09413","DRUG_OPD","201406","307","17/7/2014 19:24:05"
"3397","09414","DRUG_OPD","201406","808","17/7/2014 19:24:05"
"3398","09415","DRUG_OPD","201406","1066","17/7/2014 19:24:05"
"3399","09416","DRUG_OPD","201406","385","17/7/2014 19:24:05"
"3400","09417","DRUG_OPD","201406","877","17/7/2014 19:24:05"
"3401","09418","DRUG_OPD","201406","594","17/7/2014 19:24:05"
"3402","09419","DRUG_OPD","201406","363","17/7/2014 19:24:05"
"3403","09420","DRUG_OPD","201406","705","17/7/2014 19:24:05"
"3404","09421","DRUG_OPD","201406","1048","17/7/2014 19:24:05"
"3405","09422","DRUG_OPD","201406","1018","17/7/2014 19:24:05"
"3406","09423","DRUG_OPD","201406","1048","17/7/2014 19:24:05"
"3407","09424","DRUG_OPD","201406","506","17/7/2014 19:24:05"
"3408","09425","DRUG_OPD","201406","873","17/7/2014 19:24:05"
"3409","09426","DRUG_OPD","201406","621","17/7/2014 19:24:05"
"3410","09427","DRUG_OPD","201406","1938","17/7/2014 19:24:05"
"3411","09428","DRUG_OPD","201406","2587","17/7/2014 19:24:05"
"3412","09429","DRUG_OPD","201406","937","17/7/2014 19:24:05"
"3413","09430","DRUG_OPD","201406","518","17/7/2014 19:24:05"
"3414","09431","DRUG_OPD","201406","1031","17/7/2014 19:24:05"
"3415","09433","DRUG_OPD","201406","459","17/7/2014 19:24:05"
"3416","09434","DRUG_OPD","201406","1015","17/7/2014 19:24:05"
"3417","11375","DRUG_OPD","201406","1419","17/7/2014 19:24:05"
"3418","11377","DRUG_OPD","201406","2801","17/7/2014 19:24:05"
"3419","11378","DRUG_OPD","201406","2015","17/7/2014 19:24:05"
"3420","11379","DRUG_OPD","201406","1057","17/7/2014 19:24:05"
"3421","11380","DRUG_OPD","201406","11509","17/7/2014 19:24:05"
"3422","11383","DRUG_OPD","201406","1993","17/7/2014 19:24:05"
"3423","11385","DRUG_OPD","201406","69","17/7/2014 19:24:05"
"3424","14091","DRUG_OPD","201406","765","17/7/2014 19:24:05"
"3425","14092","DRUG_OPD","201406","256","17/7/2014 19:24:05"
"3426","14093","DRUG_OPD","201406","896","17/7/2014 19:24:05"
"3427","14094","DRUG_OPD","201406","692","17/7/2014 19:24:05"
"3428","14452","DRUG_OPD","201406","1142","17/7/2014 19:24:05"
"3429","14913","DRUG_OPD","201406","47","17/7/2014 19:24:05"
"3430","14914","DRUG_OPD","201406","220","17/7/2014 19:24:05"
"3431","15046","DRUG_OPD","201406","1289","17/7/2014 19:24:05"
"3432","15113","DRUG_OPD","201406","1320","17/7/2014 19:24:05"
"3433","24052","DRUG_OPD","201406","1338","17/7/2014 19:24:05"
"3434","24629","DRUG_OPD","201406","676","17/7/2014 19:24:05"
"3459","09347","PROCEDURE_OPD","201406","198","17/7/2014 19:24:26"
"3460","09348","PROCEDURE_OPD","201406","156","17/7/2014 19:24:26"
"3461","09349","PROCEDURE_OPD","201406","64","17/7/2014 19:24:26"
"3462","09350","PROCEDURE_OPD","201406","316","17/7/2014 19:24:26"
"3463","09351","PROCEDURE_OPD","201406","30","17/7/2014 19:24:26"
"3464","09352","PROCEDURE_OPD","201406","397","17/7/2014 19:24:26"
"3465","09353","PROCEDURE_OPD","201406","20","17/7/2014 19:24:26"
"3466","09354","PROCEDURE_OPD","201406","127","17/7/2014 19:24:26"
"3467","09355","PROCEDURE_OPD","201406","160","17/7/2014 19:24:26"
"3468","09356","PROCEDURE_OPD","201406","57","17/7/2014 19:24:26"
"3469","09357","PROCEDURE_OPD","201406","102","17/7/2014 19:24:26"
"3470","09358","PROCEDURE_OPD","201406","42","17/7/2014 19:24:26"
"3471","09359","PROCEDURE_OPD","201406","145","17/7/2014 19:24:26"
"3472","09360","PROCEDURE_OPD","201406","315","17/7/2014 19:24:26"
"3473","09361","PROCEDURE_OPD","201406","20","17/7/2014 19:24:26"
"3474","09362","PROCEDURE_OPD","201406","20","17/7/2014 19:24:26"
"3475","09363","PROCEDURE_OPD","201406","32","17/7/2014 19:24:26"
"3476","09364","PROCEDURE_OPD","201406","105","17/7/2014 19:24:26"
"3477","09365","PROCEDURE_OPD","201406","236","17/7/2014 19:24:26"
"3478","09366","PROCEDURE_OPD","201406","165","17/7/2014 19:24:26"
"3479","09368","PROCEDURE_OPD","201406","378","17/7/2014 19:24:26"
"3480","09369","PROCEDURE_OPD","201406","19","17/7/2014 19:24:26"
"3481","09370","PROCEDURE_OPD","201406","221","17/7/2014 19:24:26"
"3482","09371","PROCEDURE_OPD","201406","80","17/7/2014 19:24:26"
"3483","09372","PROCEDURE_OPD","201406","59","17/7/2014 19:24:26"
"3484","09373","PROCEDURE_OPD","201406","9","17/7/2014 19:24:26"
"3485","09374","PROCEDURE_OPD","201406","29","17/7/2014 19:24:26"
"3486","09375","PROCEDURE_OPD","201406","433","17/7/2014 19:24:26"
"3487","09376","PROCEDURE_OPD","201406","47","17/7/2014 19:24:26"
"3488","09377","PROCEDURE_OPD","201406","9","17/7/2014 19:24:26"
"3489","09378","PROCEDURE_OPD","201406","82","17/7/2014 19:24:26"
"3490","09379","PROCEDURE_OPD","201406","6","17/7/2014 19:24:26"
"3491","09380","PROCEDURE_OPD","201406","409","17/7/2014 19:24:26"
"3492","09382","PROCEDURE_OPD","201406","323","17/7/2014 19:24:26"
"3493","09384","PROCEDURE_OPD","201406","2","17/7/2014 19:24:26"
"3494","09385","PROCEDURE_OPD","201406","1","17/7/2014 19:24:26"
"3495","09386","PROCEDURE_OPD","201406","18","17/7/2014 19:24:26"
"3496","09387","PROCEDURE_OPD","201406","86","17/7/2014 19:24:26"
"3497","09388","PROCEDURE_OPD","201406","38","17/7/2014 19:24:26"
"3498","09389","PROCEDURE_OPD","201406","29","17/7/2014 19:24:26"
"3499","09391","PROCEDURE_OPD","201406","409","17/7/2014 19:24:26"
"3500","09394","PROCEDURE_OPD","201406","132","17/7/2014 19:24:26"
"3501","09395","PROCEDURE_OPD","201406","11","17/7/2014 19:24:26"
"3502","09396","PROCEDURE_OPD","201406","301","17/7/2014 19:24:26"
"3503","09397","PROCEDURE_OPD","201406","20","17/7/2014 19:24:26"
"3504","09399","PROCEDURE_OPD","201406","129","17/7/2014 19:24:26"
"3505","09401","PROCEDURE_OPD","201406","187","17/7/2014 19:24:26"
"3506","09402","PROCEDURE_OPD","201406","172","17/7/2014 19:24:26"
"3507","09403","PROCEDURE_OPD","201406","57","17/7/2014 19:24:26"
"3508","09404","PROCEDURE_OPD","201406","161","17/7/2014 19:24:26"
"3509","09405","PROCEDURE_OPD","201406","90","17/7/2014 19:24:26"
"3510","09406","PROCEDURE_OPD","201406","141","17/7/2014 19:24:26"
"3511","09407","PROCEDURE_OPD","201406","808","17/7/2014 19:24:26"
"3512","09408","PROCEDURE_OPD","201406","181","17/7/2014 19:24:26"
"3513","09409","PROCEDURE_OPD","201406","35","17/7/2014 19:24:26"
"3514","09410","PROCEDURE_OPD","201406","374","17/7/2014 19:24:26"
"3515","09411","PROCEDURE_OPD","201406","116","17/7/2014 19:24:26"
"3516","09414","PROCEDURE_OPD","201406","9","17/7/2014 19:24:26"
"3517","09415","PROCEDURE_OPD","201406","111","17/7/2014 19:24:26"
"3518","09416","PROCEDURE_OPD","201406","59","17/7/2014 19:24:26"
"3519","09417","PROCEDURE_OPD","201406","63","17/7/2014 19:24:26"
"3520","09418","PROCEDURE_OPD","201406","150","17/7/2014 19:24:26"
"3521","09419","PROCEDURE_OPD","201406","42","17/7/2014 19:24:26"
"3522","09420","PROCEDURE_OPD","201406","87","17/7/2014 19:24:26"
"3523","09421","PROCEDURE_OPD","201406","207","17/7/2014 19:24:26"
"3524","09422","PROCEDURE_OPD","201406","144","17/7/2014 19:24:26"
"3525","09423","PROCEDURE_OPD","201406","147","17/7/2014 19:24:26"
"3526","09424","PROCEDURE_OPD","201406","106","17/7/2014 19:24:26"
"3527","09425","PROCEDURE_OPD","201406","259","17/7/2014 19:24:26"
"3528","09426","PROCEDURE_OPD","201406","18","17/7/2014 19:24:26"
"3529","09427","PROCEDURE_OPD","201406","482","17/7/2014 19:24:26"
"3530","09428","PROCEDURE_OPD","201406","172","17/7/2014 19:24:26"
"3531","09429","PROCEDURE_OPD","201406","71","17/7/2014 19:24:26"
"3532","09430","PROCEDURE_OPD","201406","8","17/7/2014 19:24:26"
"3533","09431","PROCEDURE_OPD","201406","42","17/7/2014 19:24:26"
"3534","09433","PROCEDURE_OPD","201406","112","17/7/2014 19:24:26"
"3535","09434","PROCEDURE_OPD","201406","102","17/7/2014 19:24:26"
"3536","11375","PROCEDURE_OPD","201406","1778","17/7/2014 19:24:26"
"3537","11377","PROCEDURE_OPD","201406","1984","17/7/2014 19:24:26"
"3538","11378","PROCEDURE_OPD","201406","283","17/7/2014 19:24:26"
"3539","11379","PROCEDURE_OPD","201406","16333","17/7/2014 19:24:26"
"3540","11380","PROCEDURE_OPD","201406","2191","17/7/2014 19:24:26"
"3541","11381","PROCEDURE_OPD","201406","751","17/7/2014 19:24:26"
"3542","11383","PROCEDURE_OPD","201406","5879","17/7/2014 19:24:26"
"3543","14091","PROCEDURE_OPD","201406","73","17/7/2014 19:24:26"
"3544","14092","PROCEDURE_OPD","201406","17","17/7/2014 19:24:26"
"3545","14093","PROCEDURE_OPD","201406","25","17/7/2014 19:24:26"
"3546","14094","PROCEDURE_OPD","201406","73","17/7/2014 19:24:26"
"3547","14452","PROCEDURE_OPD","201406","245","17/7/2014 19:24:26"
"3548","14913","PROCEDURE_OPD","201406","6","17/7/2014 19:24:26"
"3549","15046","PROCEDURE_OPD","201406","117","17/7/2014 19:24:26"
"3550","24052","PROCEDURE_OPD","201406","93","17/7/2014 19:24:26"
"3551","24629","PROCEDURE_OPD","201406","43","17/7/2014 19:24:26"
"3586","09347","WOMEN","201406","5183","17/7/2014 19:24:41"
"3587","09348","WOMEN","201406","2752","17/7/2014 19:24:41"
"3588","09349","WOMEN","201406","907","17/7/2014 19:24:41"
"3589","09350","WOMEN","201406","3184","17/7/2014 19:24:41"
"3590","09351","WOMEN","201406","2805","17/7/2014 19:24:41"
"3591","09352","WOMEN","201406","2534","17/7/2014 19:24:41"
"3592","09353","WOMEN","201406","1471","17/7/2014 19:24:41"
"3593","09354","WOMEN","201406","2404","17/7/2014 19:24:41"
"3594","09355","WOMEN","201406","4790","17/7/2014 19:24:41"
"3595","09356","WOMEN","201406","1706","17/7/2014 19:24:41"
"3596","09357","WOMEN","201406","1778","17/7/2014 19:24:41"
"3597","09358","WOMEN","201406","3491","17/7/2014 19:24:41"
"3598","09359","WOMEN","201406","2167","17/7/2014 19:24:41"
"3599","09360","WOMEN","201406","3589","17/7/2014 19:24:41"
"3600","09361","WOMEN","201406","2128","17/7/2014 19:24:41"
"3601","09362","WOMEN","201406","1035","17/7/2014 19:24:41"
"3602","09363","WOMEN","201406","1864","17/7/2014 19:24:41"
"3603","09364","WOMEN","201406","1727","17/7/2014 19:24:41"
"3604","09365","WOMEN","201406","2566","17/7/2014 19:24:41"
"3605","09366","WOMEN","201406","2395","17/7/2014 19:24:41"
"3606","09367","WOMEN","201406","965","17/7/2014 19:24:41"
"3607","09368","WOMEN","201406","1817","17/7/2014 19:24:41"
"3608","09369","WOMEN","201406","1306","17/7/2014 19:24:41"
"3609","09370","WOMEN","201406","1641","17/7/2014 19:24:41"
"3610","09371","WOMEN","201406","3521","17/7/2014 19:24:41"
"3611","09372","WOMEN","201406","1501","17/7/2014 19:24:41"
"3612","09373","WOMEN","201406","3233","17/7/2014 19:24:41"
"3613","09374","WOMEN","201406","2959","17/7/2014 19:24:41"
"3614","09375","WOMEN","201406","2558","17/7/2014 19:24:41"
"3615","09376","WOMEN","201406","2481","17/7/2014 19:24:41"
"3616","09377","WOMEN","201406","1320","17/7/2014 19:24:41"
"3617","09378","WOMEN","201406","1545","17/7/2014 19:24:41"
"3618","09379","WOMEN","201406","1419","17/7/2014 19:24:41"
"3619","09380","WOMEN","201406","2673","17/7/2014 19:24:41"
"3620","09381","WOMEN","201406","840","17/7/2014 19:24:41"
"3621","09382","WOMEN","201406","2821","17/7/2014 19:24:41"
"3622","09383","WOMEN","201406","2856","17/7/2014 19:24:41"
"3623","09384","WOMEN","201406","842","17/7/2014 19:24:41"
"3624","09385","WOMEN","201406","3988","17/7/2014 19:24:41"
"3625","09386","WOMEN","201406","1676","17/7/2014 19:24:41"
"3626","09387","WOMEN","201406","855","17/7/2014 19:24:41"
"3627","09388","WOMEN","201406","1020","17/7/2014 19:24:41"
"3628","09389","WOMEN","201406","654","17/7/2014 19:24:41"
"3629","09391","WOMEN","201406","1932","17/7/2014 19:24:41"
"3630","09392","WOMEN","201406","796","17/7/2014 19:24:41"
"3631","09393","WOMEN","201406","863","17/7/2014 19:24:41"
"3632","09394","WOMEN","201406","1388","17/7/2014 19:24:41"
"3633","09395","WOMEN","201406","3178","17/7/2014 19:24:41"
"3634","09396","WOMEN","201406","1507","17/7/2014 19:24:41"
"3635","09397","WOMEN","201406","945","17/7/2014 19:24:41"
"3636","09398","WOMEN","201406","1882","17/7/2014 19:24:41"
"3637","09399","WOMEN","201406","2067","17/7/2014 19:24:41"
"3638","09400","WOMEN","201406","956","17/7/2014 19:24:41"
"3639","09401","WOMEN","201406","2175","17/7/2014 19:24:41"
"3640","09402","WOMEN","201406","947","17/7/2014 19:24:41"
"3641","09403","WOMEN","201406","1548","17/7/2014 19:24:41"
"3642","09404","WOMEN","201406","1477","17/7/2014 19:24:41"
"3643","09405","WOMEN","201406","2302","17/7/2014 19:24:41"
"3644","09406","WOMEN","201406","2988","17/7/2014 19:24:41"
"3645","09407","WOMEN","201406","3073","17/7/2014 19:24:41"
"3646","09408","WOMEN","201406","1438","17/7/2014 19:24:41"
"3647","09409","WOMEN","201406","1356","17/7/2014 19:24:41"
"3648","09410","WOMEN","201406","1854","17/7/2014 19:24:41"
"3649","09411","WOMEN","201406","2717","17/7/2014 19:24:41"
"3650","09412","WOMEN","201406","1892","17/7/2014 19:24:41"
"3651","09413","WOMEN","201406","1220","17/7/2014 19:24:41"
"3652","09414","WOMEN","201406","1467","17/7/2014 19:24:41"
"3653","09415","WOMEN","201406","1557","17/7/2014 19:24:41"
"3654","09416","WOMEN","201406","1124","17/7/2014 19:24:41"
"3655","09417","WOMEN","201406","2017","17/7/2014 19:24:41"
"3656","09418","WOMEN","201406","2195","17/7/2014 19:24:41"
"3657","09419","WOMEN","201406","724","17/7/2014 19:24:41"
"3658","09420","WOMEN","201406","2558","17/7/2014 19:24:41"
"3659","09421","WOMEN","201406","2487","17/7/2014 19:24:41"
"3660","09422","WOMEN","201406","1421","17/7/2014 19:24:41"
"3661","09423","WOMEN","201406","1740","17/7/2014 19:24:41"
"3662","09424","WOMEN","201406","2001","17/7/2014 19:24:41"
"3663","09425","WOMEN","201406","1842","17/7/2014 19:24:41"
"3664","09426","WOMEN","201406","2893","17/7/2014 19:24:41"
"3665","09427","WOMEN","201406","4716","17/7/2014 19:24:41"
"3666","09428","WOMEN","201406","3805","17/7/2014 19:24:41"
"3667","09429","WOMEN","201406","1150","17/7/2014 19:24:41"
"3668","09430","WOMEN","201406","844","17/7/2014 19:24:41"
"3669","09431","WOMEN","201406","1915","17/7/2014 19:24:41"
"3670","09432","WOMEN","201406","1229","17/7/2014 19:24:41"
"3671","09433","WOMEN","201406","1301","17/7/2014 19:24:41"
"3672","09434","WOMEN","201406","2781","17/7/2014 19:24:41"
"3673","11375","WOMEN","201406","2013","17/7/2014 19:24:41"
"3674","11376","WOMEN","201406","1329","17/7/2014 19:24:41"
"3675","11377","WOMEN","201406","5053","17/7/2014 19:24:41"
"3676","11378","WOMEN","201406","3502","17/7/2014 19:24:41"
"3677","11379","WOMEN","201406","8505","17/7/2014 19:24:41"
"3678","11380","WOMEN","201406","325","17/7/2014 19:24:41"
"3679","11381","WOMEN","201406","6180","17/7/2014 19:24:41"
"3680","11382","WOMEN","201406","4115","17/7/2014 19:24:41"
"3681","11383","WOMEN","201406","4925","17/7/2014 19:24:41"
"3682","11385","WOMEN","201406","1722","17/7/2014 19:24:41"
"3683","14091","WOMEN","201406","805","17/7/2014 19:24:41"
"3684","14092","WOMEN","201406","692","17/7/2014 19:24:41"
"3685","14093","WOMEN","201406","1172","17/7/2014 19:24:41"
"3686","14094","WOMEN","201406","1043","17/7/2014 19:24:41"
"3687","14452","WOMEN","201406","3828","17/7/2014 19:24:41"
"3688","14913","WOMEN","201406","1025","17/7/2014 19:24:41"
"3689","14914","WOMEN","201406","1120","17/7/2014 19:24:41"
"3690","15046","WOMEN","201406","4859","17/7/2014 19:24:41"
"3691","15113","WOMEN","201406","7404","17/7/2014 19:24:41"
"3692","24052","WOMEN","201406","3048","17/7/2014 19:24:41"
"3693","24629","WOMEN","201406","689","17/7/2014 19:24:41"
"3694","77765","WOMEN","201406","1327","17/7/2014 19:24:41"
"3713","09347","FP","201406","18","17/7/2014 19:24:41"
"3714","09348","FP","201406","11","17/7/2014 19:24:41"
"3715","09349","FP","201406","7","17/7/2014 19:24:41"
"3716","09350","FP","201406","13","17/7/2014 19:24:41"
"3717","09351","FP","201406","7","17/7/2014 19:24:41"
"3718","09352","FP","201406","19","17/7/2014 19:24:41"
"3719","09353","FP","201406","9","17/7/2014 19:24:41"
"3720","09354","FP","201406","12","17/7/2014 19:24:41"
"3721","09355","FP","201406","14","17/7/2014 19:24:41"
"3722","09356","FP","201406","22","17/7/2014 19:24:41"
"3723","09357","FP","201406","3","17/7/2014 19:24:41"
"3724","09358","FP","201406","5","17/7/2014 19:24:41"
"3725","09359","FP","201406","11","17/7/2014 19:24:41"
"3726","09360","FP","201406","11","17/7/2014 19:24:41"
"3727","09361","FP","201406","20","17/7/2014 19:24:41"
"3728","09362","FP","201406","12","17/7/2014 19:24:41"
"3729","09363","FP","201406","10","17/7/2014 19:24:41"
"3730","09364","FP","201406","9","17/7/2014 19:24:41"
"3731","09365","FP","201406","13","17/7/2014 19:24:41"
"3732","09366","FP","201406","18","17/7/2014 19:24:41"
"3733","09367","FP","201406","19","17/7/2014 19:24:41"
"3734","09368","FP","201406","15","17/7/2014 19:24:41"
"3735","09369","FP","201406","9","17/7/2014 19:24:41"
"3736","09370","FP","201406","2","17/7/2014 19:24:41"
"3737","09371","FP","201406","13","17/7/2014 19:24:41"
"3738","09372","FP","201406","9","17/7/2014 19:24:41"
"3739","09373","FP","201406","6","17/7/2014 19:24:41"
"3740","09374","FP","201406","10","17/7/2014 19:24:41"
"3741","09375","FP","201406","22","17/7/2014 19:24:41"
"3742","09376","FP","201406","17","17/7/2014 19:24:41"
"3743","09377","FP","201406","15","17/7/2014 19:24:41"
"3744","09378","FP","201406","19","17/7/2014 19:24:41"
"3745","09379","FP","201406","16","17/7/2014 19:24:41"
"3746","09380","FP","201406","20","17/7/2014 19:24:41"
"3747","09381","FP","201406","11","17/7/2014 19:24:41"
"3748","09382","FP","201406","23","17/7/2014 19:24:41"
"3749","09383","FP","201406","9","17/7/2014 19:24:41"
"3750","09384","FP","201406","9","17/7/2014 19:24:41"
"3751","09385","FP","201406","13","17/7/2014 19:24:41"
"3752","09386","FP","201406","6","17/7/2014 19:24:41"
"3753","09387","FP","201406","6","17/7/2014 19:24:41"
"3754","09388","FP","201406","33","17/7/2014 19:24:41"
"3755","09389","FP","201406","12","17/7/2014 19:24:41"
"3756","09391","FP","201406","32","17/7/2014 19:24:41"
"3757","09393","FP","201406","7","17/7/2014 19:24:41"
"3758","09394","FP","201406","12","17/7/2014 19:24:41"
"3759","09395","FP","201406","20","17/7/2014 19:24:41"
"3760","09396","FP","201406","24","17/7/2014 19:24:41"
"3761","09397","FP","201406","13","17/7/2014 19:24:41"
"3762","09398","FP","201406","22","17/7/2014 19:24:41"
"3763","09399","FP","201406","16","17/7/2014 19:24:41"
"3764","09401","FP","201406","7","17/7/2014 19:24:41"
"3765","09402","FP","201406","9","17/7/2014 19:24:41"
"3766","09403","FP","201406","6","17/7/2014 19:24:41"
"3767","09404","FP","201406","17","17/7/2014 19:24:41"
"3768","09405","FP","201406","16","17/7/2014 19:24:41"
"3769","09406","FP","201406","35","17/7/2014 19:24:41"
"3770","09407","FP","201406","25","17/7/2014 19:24:41"
"3771","09408","FP","201406","30","17/7/2014 19:24:41"
"3772","09409","FP","201406","4","17/7/2014 19:24:41"
"3773","09410","FP","201406","18","17/7/2014 19:24:41"
"3774","09411","FP","201406","46","17/7/2014 19:24:41"
"3775","09412","FP","201406","20","17/7/2014 19:24:41"
"3776","09413","FP","201406","9","17/7/2014 19:24:41"
"3777","09414","FP","201406","15","17/7/2014 19:24:41"
"3778","09416","FP","201406","8","17/7/2014 19:24:41"
"3779","09417","FP","201406","37","17/7/2014 19:24:41"
"3780","09418","FP","201406","46","17/7/2014 19:24:41"
"3781","09419","FP","201406","16","17/7/2014 19:24:41"
"3782","09420","FP","201406","26","17/7/2014 19:24:41"
"3783","09421","FP","201406","32","17/7/2014 19:24:41"
"3784","09422","FP","201406","37","17/7/2014 19:24:41"
"3785","09423","FP","201406","27","17/7/2014 19:24:41"
"3786","09424","FP","201406","18","17/7/2014 19:24:41"
"3787","09425","FP","201406","59","17/7/2014 19:24:41"
"3788","09426","FP","201406","18","17/7/2014 19:24:41"
"3789","09427","FP","201406","31","17/7/2014 19:24:41"
"3790","09428","FP","201406","78","17/7/2014 19:24:41"
"3791","09429","FP","201406","15","17/7/2014 19:24:41"
"3792","09430","FP","201406","4","17/7/2014 19:24:41"
"3793","09431","FP","201406","15","17/7/2014 19:24:41"
"3794","09433","FP","201406","10","17/7/2014 19:24:41"
"3795","09434","FP","201406","28","17/7/2014 19:24:41"
"3796","11375","FP","201406","3","17/7/2014 19:24:41"
"3797","11377","FP","201406","15","17/7/2014 19:24:41"
"3798","11378","FP","201406","3","17/7/2014 19:24:41"
"3799","11379","FP","201406","5","17/7/2014 19:24:41"
"3800","11380","FP","201406","4","17/7/2014 19:24:41"
"3801","11381","FP","201406","14","17/7/2014 19:24:41"
"3802","11383","FP","201406","1","17/7/2014 19:24:41"
"3803","14091","FP","201406","22","17/7/2014 19:24:41"
"3804","14092","FP","201406","4","17/7/2014 19:24:41"
"3805","14093","FP","201406","37","17/7/2014 19:24:41"
"3806","14094","FP","201406","18","17/7/2014 19:24:41"
"3807","14913","FP","201406","6","17/7/2014 19:24:41"
"3808","14914","FP","201406","23","17/7/2014 19:24:41"
"3809","15046","FP","201406","17","17/7/2014 19:24:41"
"3810","15113","FP","201406","2","17/7/2014 19:24:41"
"3811","24052","FP","201406","14","17/7/2014 19:24:41"
"3812","24629","FP","201406","3","17/7/2014 19:24:41"
"3840","09347","EPI","201406","84","17/7/2014 19:24:42"
"3841","09348","EPI","201406","72","17/7/2014 19:24:42"
"3842","09349","EPI","201406","27","17/7/2014 19:24:42"
"3843","09350","EPI","201406","82","17/7/2014 19:24:42"
"3844","09351","EPI","201406","41","17/7/2014 19:24:42"
"3845","09352","EPI","201406","107","17/7/2014 19:24:42"
"3846","09353","EPI","201406","41","17/7/2014 19:24:42"
"3847","09354","EPI","201406","86","17/7/2014 19:24:42"
"3848","09355","EPI","201406","51","17/7/2014 19:24:42"
"3849","09356","EPI","201406","86","17/7/2014 19:24:42"
"3850","09357","EPI","201406","68","17/7/2014 19:24:42"
"3851","09358","EPI","201406","52","17/7/2014 19:24:42"
"3852","09359","EPI","201406","46","17/7/2014 19:24:42"
"3853","09360","EPI","201406","63","17/7/2014 19:24:42"
"3854","09361","EPI","201406","64","17/7/2014 19:24:42"
"3855","09362","EPI","201406","38","17/7/2014 19:24:42"
"3856","09363","EPI","201406","32","17/7/2014 19:24:42"
"3857","09364","EPI","201406","44","17/7/2014 19:24:42"
"3858","09365","EPI","201406","41","17/7/2014 19:24:42"
"3859","09366","EPI","201406","50","17/7/2014 19:24:42"
"3860","09367","EPI","201406","20","17/7/2014 19:24:42"
"3861","09368","EPI","201406","191","17/7/2014 19:24:42"
"3862","09369","EPI","201406","19","17/7/2014 19:24:42"
"3863","09370","EPI","201406","88","17/7/2014 19:24:42"
"3864","09371","EPI","201406","80","17/7/2014 19:24:42"
"3865","09372","EPI","201406","35","17/7/2014 19:24:42"
"3866","09373","EPI","201406","22","17/7/2014 19:24:42"
"3867","09374","EPI","201406","33","17/7/2014 19:24:42"
"3868","09375","EPI","201406","61","17/7/2014 19:24:42"
"3869","09376","EPI","201406","63","17/7/2014 19:24:42"
"3870","09377","EPI","201406","72","17/7/2014 19:24:42"
"3871","09378","EPI","201406","19","17/7/2014 19:24:42"
"3872","09379","EPI","201406","11","17/7/2014 19:24:42"
"3873","09380","EPI","201406","232","17/7/2014 19:24:42"
"3874","09381","EPI","201406","30","17/7/2014 19:24:42"
"3875","09382","EPI","201406","63","17/7/2014 19:24:42"
"3876","09383","EPI","201406","39","17/7/2014 19:24:42"
"3877","09384","EPI","201406","9","17/7/2014 19:24:42"
"3878","09385","EPI","201406","57","17/7/2014 19:24:42"
"3879","09386","EPI","201406","11","17/7/2014 19:24:42"
"3880","09387","EPI","201406","90","17/7/2014 19:24:42"
"3881","09388","EPI","201406","23","17/7/2014 19:24:42"
"3882","09389","EPI","201406","20","17/7/2014 19:24:42"
"3883","09391","EPI","201406","65","17/7/2014 19:24:42"
"3884","09393","EPI","201406","25","17/7/2014 19:24:42"
"3885","09394","EPI","201406","40","17/7/2014 19:24:42"
"3886","09395","EPI","201406","69","17/7/2014 19:24:42"
"3887","09396","EPI","201406","49","17/7/2014 19:24:42"
"3888","09397","EPI","201406","15","17/7/2014 19:24:42"
"3889","09398","EPI","201406","50","17/7/2014 19:24:42"
"3890","09399","EPI","201406","42","17/7/2014 19:24:42"
"3891","09401","EPI","201406","51","17/7/2014 19:24:42"
"3892","09402","EPI","201406","32","17/7/2014 19:24:42"
"3893","09403","EPI","201406","38","17/7/2014 19:24:42"
"3894","09404","EPI","201406","46","17/7/2014 19:24:42"
